customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST0011,Male,0,No,Yes,12,No,No phone service,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,69.89193421149493,840.0492605010542,No
CUST0012,Female,0,No,Yes,1,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),54.965510340262654,56.10635817056747,No
CUST0013,Female,0,No,No,3,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.46017348060261,86.88132306980471,Yes
CUST0014,Male,0,Yes,No,9,Yes,No,Fiber optic,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,94.78576446490571,852.3602491449981,Yes
CUST0015,Male,0,No,No,10,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),60.30135424099116,603.2613532588763,No
CUST0016,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),79.99965578327732,4398.240274954611,No
CUST0017,Male,0,Yes,No,32,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),49.39343581094377,1579.029054577023,No
CUST0018,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,One year,No,Bank transfer (automatic),59.99856021898768,4321.145498426917,No
CUST0019,Male,0,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,90.55211673988173,1902.9608050950005,No
CUST0020,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No internet service,Two year,No,Mailed check,95.00305100396695,569.66389278105,No
CUST0021,Female,0,Yes,Yes,9,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.83567897104936,989.3249839538485,No
CUST0022,Male,0,Yes,No,9,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,100.71185911436986,907.3331066989945,Yes
CUST0023,Male,1,No,Yes,9,Yes,No,DSL,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),60.19494542888032,539.5608697182564,No
CUST0024,Male,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,94.3091884788596,2449.872037448933,Yes
CUST0025,Male,1,No,Yes,18,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.85557223837317,1706.6138019027585,No
CUST0026,Female,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.133929633323373,330.08724439457785,No
CUST0027,Male,0,No,No,3,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),65.11766729954789,194.15965689660155,No
CUST0028,Female,0,No,No,1,No,No phone service,DSL,Yes,No,No,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,50.255481087701206,50.06522289991797,No
CUST0029,Female,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.91933501679088,174.41333530372341,No
CUST0030,Male,0,No,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,34.89405911939996,64.66720269085887,No
CUST0031,Female,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,30.007040410510882,1080.4446579135263,No
CUST0032,Male,0,No,No,2,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Mailed check,65.39724152560225,130.29060549335782,No
CUST0033,Male,0,No,Yes,30,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,One year,No,Electronic check,99.65779674904498,2990.185144480049,No
CUST0034,Female,0,No,No,11,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.96396969003298,878.3217957103105,Yes
CUST0035,Female,0,No,No,1,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,30.123970669891687,28.853132711172826,No
CUST0036,Female,0,Yes,No,40,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,49.73093010763186,1988.4561238358335,No
CUST0037,Male,0,No,No,20,Yes,No phone service,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,60.231197592844865,1206.7610909459227,No
CUST0038,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),100.17445588423635,600.2131416666489,Yes
CUST0039,Female,0,No,No,54,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),58.96557635617728,3186.36278585705,No
CUST0040,Male,1,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Mailed check,90.01695544523146,91.97115934248973,No
CUST0041,Male,0,No,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.708629187781074,102.86639146596961,No
CUST0042,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,85.74822437335351,2828.669321195615,Yes
CUST0043,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,90.34123836976885,2618.9435456197525,Yes
CUST0044,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.6350049190641,284.7919057586522,Yes
CUST0045,Male,0,No,No,1,Yes,Yes,DSL,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.92350392242702,68.8058121028673,No
CUST0046,Female,0,No,No,46,Yes,No,DSL,No internet service,No,No,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.28476821845213,2544.5707653580434,No
CUST0047,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),105.08191452733193,944.4458133908292,No
CUST0048,Female,0,Yes,No,5,Yes,No,DSL,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.33434785828994,278.3978110110834,No
CUST0049,Female,0,No,No,17,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,One year,Yes,Credit card (automatic),50.92241271612946,863.8160266757507,No
CUST0050,Male,0,No,No,57,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.50115922430457,5155.231288012175,Yes
CUST0051,Female,0,No,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.82875930064824,31.234463294738283,No
CUST0052,Female,0,Yes,No,34,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,30.790172019681272,1045.7851549936981,No
CUST0053,Female,0,No,Yes,20,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,95.12398083231926,1900.8644658580315,No
CUST0054,Female,0,Yes,No,13,Yes,No phone service,DSL,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,60.32591307279205,782.5313790248202,No
CUST0055,Female,0,No,No,32,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),49.88196053619606,1598.1887581833419,No
CUST0056,Female,0,Yes,No,72,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,110.36868585597293,7945.082346315679,Yes
CUST0057,Male,0,Yes,Yes,6,No,No phone service,DSL,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,50.199488535208566,297.2657430050793,No
CUST0058,Male,0,No,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,No,Two year,No,Electronic check,60.56584659394703,182.8270287829219,No
CUST0059,Male,0,No,Yes,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),94.7488160375655,5498.103464786709,No
CUST0060,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),100.47531353366455,2613.257872966608,No
CUST0061,Male,1,Yes,Yes,13,Yes,No,DSL,No,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,53.78064277408228,697.8080994433568,No
CUST0062,Male,1,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,No,Electronic check,89.69203628456705,1794.1839209704724,Yes
CUST0063,Female,0,No,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),94.3273351560614,3016.868089788995,No
CUST0064,Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,95.16870510033854,3328.961466020926,No
CUST0065,Male,0,Yes,Yes,60,Yes,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,No,Electronic check,55.48068349136821,3328.445779395509,No
CUST0066,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.995408547445415,454.8263527125584,No
CUST0067,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),85.67786003068515,685.0173088553014,No
CUST0068,Female,0,No,No,24,No,No phone service,DSL,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,44.612826656999665,1074.0511635427824,No
CUST0069,Male,1,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,94.29927813379001,1131.6769220018095,Yes
CUST0070,Female,0,No,No,21,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,95.36157260245876,2004.5125048745979,Yes
CUST0071,Female,0,No,No,13,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),95.58521565523887,1247.0715685603752,Yes
CUST0072,Male,0,No,Yes,3,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,One year,Yes,Mailed check,90.05272281435441,269.21108245286763,No
CUST0073,Male,0,No,No,15,No,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,95.91109888582149,1438.9636519011542,No
CUST0074,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.25419332879689,3228.751360343729,No
CUST0075,Female,1,No,No,38,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No,Two year,No,Mailed check,85.19884318537008,3237.800164624392,No
CUST0076,Female,0,Yes,No,16,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Electronic check,54.78483972092429,876.0032144963991,No
CUST0077,Female,0,Yes,Yes,4,No,No phone service,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),39.34840921148069,162.08069075070108,No
CUST0078,Male,0,Yes,No,12,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,No,Electronic check,69.86664578050156,840.7964456770478,No
CUST0079,Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,No,Two year,Yes,Credit card (automatic),100.79044895966821,3725.043237866918,No
CUST0080,Male,0,No,No,12,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),50.095458337052804,603.86018954446,No
CUST0081,Female,0,No,No,28,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Electronic check,79.80438872012878,2237.723562740608,No
CUST0082,Female,0,No,No,16,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,49.54750152600121,795.150729762118,No
CUST0083,Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,One year,Yes,Mailed check,85.26939695316364,513.1177080541371,No
CUST0084,Male,0,Yes,Yes,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.43750037870345,3591.726919857275,No
CUST0085,Male,0,Yes,Yes,2,Yes,No,DSL,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),70.17848332673516,142.12222034631438,No
CUST0086,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),104.76940623039113,1782.2373531371356,No
CUST0087,Female,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.869669169639142,149.61664645001542,Yes
CUST0088,Female,0,Yes,Yes,1,Yes,No,DSL,Yes,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,60.32105996948117,58.17785096229804,No
CUST0089,Female,0,No,No,16,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),29.525034002303766,469.655085557107,No
CUST0090,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.00326804178451,1361.5981985807268,Yes
CUST0091,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.23639971546282,2299.3656994661246,No
CUST0092,Female,0,Yes,No,32,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,59.943471603580896,1918.1056644795322,No
CUST0093,Female,0,Yes,No,31,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),95.24849532655321,2950.990024431715,No
CUST0094,Female,0,No,No,12,Yes,No,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Electronic check,80.39569921981092,962.4883526191626,No
CUST0095,Female,0,No,No,23,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,115.56712898143095,2657.319581861741,Yes
CUST0096,Male,0,Yes,No,20,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.329286463783284,607.9894756946865,No
CUST0097,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,Yes,Electronic check,89.79660538456012,1171.8326641010858,No
CUST0098,Male,0,No,No,21,No,No phone service,DSL,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Credit card (automatic),49.09481084809912,1030.9420052031455,No
CUST0099,Male,0,Yes,No,70,Yes,No,DSL,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,60.495328454199,4235.248503878892,No
CUST0100,Male,0,Yes,Yes,5,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,No,Mailed check,54.73770075113198,275.9403924946004,No
CUST0101,Male,0,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.276691709540295,1919.3670968134604,No
CUST0102,Female,0,No,Yes,1,No,No phone service,DSL,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,50.93578128804949,51.67327771427379,No
CUST0103,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),99.9697236407332,801.401756192692,No
CUST0104,Female,0,Yes,No,8,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),65.24448625347492,524.1599435122041,No
CUST0105,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.11405794284977,692.7316077672584,No
CUST0106,Male,0,Yes,No,3,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.99279319352402,239.0171969186085,Yes
CUST0107,Male,0,Yes,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),34.806490061670644,1775.5391977685417,No
CUST0108,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),99.70810539525895,4184.3458128125185,No
CUST0109,Male,0,Yes,No,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.112744754595543,528.4060309669221,No
CUST0110,Male,1,Yes,Yes,14,Yes,Yes,DSL,No internet service,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,64.27120239580539,901.5306088416522,No
CUST0111,Male,1,Yes,No,64,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),59.78347891155499,3829.539128195092,No
CUST0112,Male,1,Yes,No,42,Yes,Yes,DSL,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,74.55486205010921,3133.1534985726207,No
CUST0113,Female,0,No,No,16,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,90.25890371686758,1439.010373347532,No
CUST0114,Female,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No internet service,Month-to-month,No,Mailed check,89.79301069346127,2606.7808663891456,No
CUST0115,Female,0,Yes,Yes,20,Yes,No,DSL,Yes,No internet service,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.75051494293771,1397.9441974844608,No
CUST0116,Female,0,Yes,No,21,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,One year,No,Electronic check,60.320886295716235,1264.8973415443656,No
CUST0117,Female,0,Yes,No,9,Yes,Yes,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.9675609259955,997.9068073943115,Yes
CUST0118,Male,0,No,No,14,Yes,Yes,DSL,No internet service,No,No internet service,No,No internet service,No internet service,Two year,No,Electronic check,49.58479396319799,697.0652524158223,No
CUST0119,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,No,Mailed check,94.2243330944362,94.33545477942859,No
CUST0120,Female,0,No,No,10,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),65.03126850351293,649.1376106896773,No
CUST0121,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,90.41880628609104,2530.22366028651,Yes
CUST0122,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),109.89235043125102,7917.5184144161185,No
CUST0123,Male,0,No,No,72,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),80.31644440431266,5784.358951665091,No
CUST0124,Male,0,No,No,19,Yes,Yes,DSL,No,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,54.72587218287793,1039.2343675215384,No
CUST0125,Male,1,Yes,Yes,22,Yes,No,DSL,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,56.195937782006055,1239.1678780871016,No
CUST0126,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.307134738575634,121.04807444683232,No
CUST0127,Female,0,Yes,No,28,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.75776662868246,2655.640285301289,No
CUST0128,Female,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,Yes,No,One year,No,Bank transfer (automatic),104.62398806727889,105.78645291595976,No
CUST0129,Male,0,No,No,8,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,No,Month-to-month,No,Credit card (automatic),85.13518738709139,680.404215517293,Yes
CUST0130,Female,1,No,No,26,Yes,Yes,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,50.33689945360578,1309.7559882181583,No
CUST0131,Male,0,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.34617418521397,275.84684002791545,No
CUST0132,Male,0,Yes,No,1,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,80.005560041835,81.60720672080485,No
CUST0133,Male,0,No,No,42,Yes,No phone service,Fiber optic,No internet service,No,No,No internet service,No,No internet service,Two year,Yes,Electronic check,80.37143253605392,3378.856996924455,No
CUST0134,Male,0,Yes,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.166877028479554,285.7586901970008,No
CUST0135,Female,1,Yes,No,1,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,70.31195942726049,71.13424536938233,Yes
CUST0136,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,105.7454584777636,101.92942615739847,Yes
CUST0137,Female,0,Yes,Yes,6,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.4453054271546,172.4251383718103,No
CUST0138,Female,0,No,Yes,4,No,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),40.10920519287099,159.9153047873544,No
CUST0139,Male,0,No,Yes,35,Yes,No phone service,DSL,Yes,No,No,No,No internet service,No internet service,One year,No,Bank transfer (automatic),48.82429848752568,1705.4680019968698,No
CUST0140,Female,1,No,No,9,Yes,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,Two year,No,Bank transfer (automatic),89.97746840694523,811.1786057333437,No
CUST0141,Female,0,Yes,No,39,Yes,No,DSL,No,Yes,No,No internet service,No,No,One year,Yes,Electronic check,50.64954907706615,1976.211220061545,No
CUST0142,Male,0,Yes,No,4,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,29.935703421822303,118.13173055318136,No
CUST0143,Male,0,No,No,16,Yes,Yes,DSL,No internet service,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),64.53278424247772,1030.1526994685519,No
CUST0144,Male,0,Yes,No,27,Yes,No,Fiber optic,Yes,No internet service,No,No,Yes,No,Month-to-month,No,Mailed check,95.41278613713844,2578.9368710702497,No
CUST0145,Male,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Electronic check,100.0699227688394,2502.7603836012154,Yes
CUST0146,Male,1,No,No,22,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.09454717055688,1540.4980770056495,No
CUST0147,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.07870988919301,1928.205102389999,No
CUST0148,Female,1,No,No,6,No,No phone service,Fiber optic,No internet service,No,No,No internet service,No internet service,No,One year,No,Electronic check,69.24649041515708,414.6385041287605,No
CUST0149,Male,0,No,No,16,Yes,No,DSL,No internet service,No,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,49.6818211925634,795.9986733100257,No
CUST0150,Male,0,Yes,Yes,51,Yes,Yes,DSL,No,No internet service,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,55.18805547357586,2815.2189868890914,No
CUST0151,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),100.60950124422739,95.48058864788531,No
CUST0152,Male,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),34.51976805999238,34.736339484076986,No
CUST0153,Male,1,Yes,No,6,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No,Two year,Yes,Credit card (automatic),84.7945683410627,508.43430342813417,No
CUST0154,Male,0,Yes,Yes,24,No,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,Two year,Yes,Mailed check,79.96576814733714,1917.6977881420435,No
CUST0155,Female,0,No,No,7,Yes,No,DSL,No internet service,No,Yes,No,No,Yes,Two year,Yes,Mailed check,59.92392937856293,416.93946094049426,No
CUST0156,Male,0,Yes,No,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.348736520381806,101.30865052799513,No
CUST0157,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Two year,Yes,Mailed check,94.97492347870434,1328.943453942919,No
